"date","hydroperiod","discharge"
2010-05-26,"spring",1.333872
2010-05-27,"spring",1.248912
2010-05-28,"spring",1.287144
2010-05-29,"spring",1.213512
2010-05-30,"spring",1.173864
2010-05-31,"spring",1.151208
2010-06-01,"summer",1.0974
2010-06-02,"summer",1.03368
2010-06-03,"summer",0.988368
2010-06-04,"summer",0.995448
2010-06-05,"summer",0.964296
2010-06-06,"summer",0.957216
2010-06-07,"summer",0.945888
2010-06-08,"summer",0.940224
2010-06-09,"summer",0.926064
2010-06-10,"summer",0.926064
2010-06-11,"summer",0.940224
2010-06-12,"summer",0.924648
2010-06-13,"summer",0.975624
2010-06-14,"summer",0.97704
2010-06-15,"summer",0.972792
2010-06-16,"summer",0.968544
2010-06-17,"summer",0.921816
2010-06-18,"summer",0.9204
2010-06-19,"summer",0.904824
2010-06-20,"summer",0.904824
2010-06-21,"summer",0.911904
2010-06-22,"summer",0.911904
2010-06-23,"summer",0.89916
2010-06-24,"summer",0.89208
2010-06-25,"summer",0.87792
2010-06-26,"summer",0.87084
2010-06-27,"summer",0.886416
2010-06-28,"summer",0.886416
2010-06-29,"summer",0.886416
2010-06-30,"summer",0.886416
2010-07-01,"summer",0.886416
2010-07-02,"summer",0.900576
2010-07-03,"summer",0.904824
2010-07-04,"summer",0.904824
2010-07-05,"summer",0.900576
2010-07-06,"summer",0.893496
2010-07-07,"summer",0.894912
2010-07-08,"summer",0.904824
2010-07-09,"summer",0.903408
2010-07-10,"summer",0.886416
2010-07-11,"summer",0.886416
2010-07-12,"summer",0.896328
2010-07-13,"summer",0.917568
2010-07-14,"summer",0.935976
2010-07-15,"summer",1.028016
2010-07-16,"summer",1.049256
2010-07-17,"summer",1.13988
2010-07-18,"summer",1.308384
2010-07-19,"summer",1.38768
2010-07-20,"summer",1.44432
2010-07-21,"summer",1.356528
2010-07-22,"summer",1.5576
2010-07-23,"summer",1.68504
2010-07-24,"summer",1.9116
2010-07-25,"summer",1.92576
2010-07-26,"summer",1.99656
2010-07-27,"summer",2.44968
2010-07-28,"summer",2.30808
2010-07-29,"summer",2.1948
2010-07-30,"summer",2.15232
2010-07-31,"summer",5.29584
2010-08-01,"summer",10.59168
2010-08-02,"summer",49.4184
2010-08-03,"summer",14.07504
2010-08-04,"summer",9.45888
2010-08-05,"summer",6.91008
2010-08-06,"summer",5.05512
2010-08-07,"summer",4.13472
2010-08-08,"summer",4.1772
2010-08-09,"summer",5.72064
2010-08-10,"summer",4.87104
2010-08-11,"summer",3.65328
2010-08-12,"summer",3.00192
2010-08-13,"summer",2.39304
2010-08-14,"summer",2.01072
2010-08-15,"summer",1.86912
2010-08-16,"summer",1.79832
2010-08-17,"summer",1.71336
2010-08-18,"summer",1.78416
2010-08-19,"summer",1.72752
2010-08-20,"summer",1.60008
2010-08-21,"summer",1.43016
2010-08-22,"summer",1.386264
2010-08-23,"summer",1.38768
2010-08-24,"summer",1.374936
2010-08-25,"summer",1.325376
2010-08-26,"summer",1.258824
2010-08-27,"summer",1.223424
2010-08-28,"summer",1.169616
2010-08-29,"summer",1.35936
2010-08-30,"summer",1.44432
2010-08-31,"summer",1.350864
2010-09-01,"fall",1.284312
2010-09-02,"fall",1.298472
2010-09-03,"fall",1.226256
2010-09-04,"fall",1.151208
2010-09-05,"fall",1.142712
2010-09-06,"fall",1.098816
2010-09-07,"fall",1.183776
2010-09-08,"fall",1.236168
2010-09-09,"fall",1.312632
2010-09-10,"fall",1.226256
2010-09-11,"fall",1.155456
2010-09-12,"fall",1.093152
2010-09-13,"fall",1.077576
2010-09-14,"fall",1.128552
2010-09-15,"fall",1.200768
2010-09-16,"fall",1.087488
2010-09-17,"fall",1.03368
2010-09-18,"fall",1.015272
2010-09-19,"fall",1.011024
2010-09-20,"fall",1.016688
2010-09-21,"fall",1.028016
2010-09-22,"fall",1.110144
2010-09-23,"fall",1.16112
2010-09-24,"fall",1.305552
2010-09-25,"fall",1.37352
2010-09-26,"fall",1.271568
2010-09-27,"fall",1.21776
2010-09-28,"fall",1.226256
2010-09-29,"fall",1.100232
2010-09-30,"fall",1.180944
2010-10-01,"fall",1.10448
2010-10-02,"fall",1.063416
2010-10-03,"fall",1.17528
2010-10-04,"fall",1.287144
2010-10-05,"fall",1.92576
2010-10-06,"fall",3.87984
2010-10-07,"fall",27.0456
2010-10-08,"fall",9.33144
2010-10-09,"fall",5.4516
2010-10-10,"fall",4.16304
2010-10-11,"fall",3.44088
2010-10-12,"fall",3.00192
2010-10-13,"fall",2.71872
2010-10-14,"fall",2.52048
2010-10-15,"fall",2.32224
2010-10-16,"fall",2.32224
2010-10-17,"fall",2.20896
2010-10-18,"fall",2.15232
2010-10-19,"fall",2.18064
2010-10-20,"fall",2.18064
2010-10-21,"fall",2.57712
2010-10-22,"fall",3.4692
2010-10-23,"fall",2.81784
2010-10-24,"fall",2.60544
2010-10-25,"fall",2.57712
2010-10-26,"fall",2.49216
2010-10-27,"fall",2.36472
2010-10-28,"fall",2.29392
2010-10-29,"fall",2.25144
2010-10-30,"fall",2.15232
2010-10-31,"fall",2.18064
2010-11-01,"fall",2.15232
2010-11-02,"fall",2.10984
2010-11-03,"fall",2.06736
2010-11-04,"fall",2.03904
2010-11-05,"fall",1.95408
2010-11-06,"fall",2.01072
2010-11-07,"fall",2.09568
2010-11-08,"fall",2.03904
2010-11-09,"fall",2.09568
2010-11-10,"fall",2.1948
2010-11-11,"fall",2.23728
2010-11-12,"fall",2.27976
2010-11-13,"fall",2.36472
2010-11-14,"fall",2.30808
2010-11-15,"fall",2.29392
2010-11-16,"fall",2.30808
2010-11-17,"fall",2.3364
2010-11-18,"fall",2.29392
2010-11-19,"fall",2.27976
2010-11-20,"fall",2.2656
2010-11-21,"fall",2.42136
2010-11-22,"fall",2.52048
2010-11-23,"fall",2.94528
2010-11-24,"fall",2.78952
2010-11-25,"fall",2.60544
2010-11-26,"fall",2.53464
2010-11-27,"fall",2.50632
2010-11-28,"fall",2.36472
2010-11-29,"fall",2.37888
2010-11-30,"fall",2.39304
2010-12-01,"winter",2.46384
2010-12-02,"winter",2.60544
2010-12-03,"winter",2.60544
2010-12-04,"winter",2.64792
2010-12-05,"winter",2.66208
2010-12-06,"winter",2.67624
2010-12-07,"winter",2.6904
2010-12-08,"winter",2.73288
2010-12-09,"winter",2.77536
2010-12-10,"winter",2.73288
2010-12-11,"winter",2.7612
2010-12-12,"winter",2.74704
2010-12-13,"winter",2.71872
2010-12-14,"winter",2.71872
2010-12-15,"winter",2.73288
2010-12-16,"winter",2.84616
2010-12-17,"winter",3.1152
2010-12-18,"winter",3.34176
2010-12-19,"winter",3.22848
2010-12-20,"winter",3.80904
2010-12-21,"winter",4.0356
2010-12-22,"winter",3.72408
2010-12-23,"winter",27.0456
2010-12-24,"winter",43.4712
2010-12-25,"winter",19.9656
2010-12-26,"winter",12.43248
2010-12-27,"winter",8.79336
2010-12-28,"winter",6.8676
2010-12-29,"winter",5.64984
2010-12-30,"winter",5.19672
2010-12-31,"winter",4.956
2011-01-01,"winter",4.30464
2011-01-02,"winter",3.86568
2011-01-03,"winter",3.65328
2011-01-04,"winter",3.48336
2011-01-05,"winter",3.34176
2011-01-06,"winter",3.2568
2011-01-07,"winter",3.186
2011-01-08,"winter",3.17184
2011-01-09,"winter",3.17184
2011-01-10,"winter",3.20016
2011-01-11,"winter",3.22848
2011-01-12,"winter",3.21432
2011-01-13,"winter",3.17184
2011-01-14,"winter",3.14352
2011-01-15,"winter",3.37008
2011-01-16,"winter",3.97896
2011-01-17,"winter",4.8144
2011-01-18,"winter",6.96672
2011-01-19,"winter",13.70688
2011-01-20,"winter",11.3988
2011-01-21,"winter",9.03408
2011-01-22,"winter",6.75432
2011-01-23,"winter",5.5224
2011-01-24,"winter",4.89936
2011-01-25,"winter",4.55952
2011-01-26,"winter",4.13472
2011-01-27,"winter",3.76656
2011-01-28,"winter",3.51168
2011-01-29,"winter",3.34176
2011-01-30,"winter",3.22848
2011-01-31,"winter",3.15768
2011-02-01,"winter",3.08688
2011-02-02,"winter",2.98776
2011-02-03,"winter",2.93112
2011-02-04,"winter",2.94528
2011-02-05,"winter",2.9736
2011-02-06,"winter",2.95944
2011-02-07,"winter",2.98776
2011-02-08,"winter",2.94528
2011-02-09,"winter",2.87448
2011-02-10,"winter",2.832
2011-02-11,"winter",2.87448
2011-02-12,"winter",2.86032
2011-02-13,"winter",2.81784
2011-02-14,"winter",2.84616
2011-02-15,"winter",2.84616
2011-02-16,"winter",2.832
2011-02-17,"winter",2.84616
2011-02-18,"winter",2.74704
2011-02-19,"winter",2.9736
2011-02-20,"winter",9.2748
2011-02-21,"winter",11.92272
2011-02-22,"winter",8.93496
2011-02-23,"winter",9.50136
2011-02-24,"winter",8.97744
2011-02-25,"winter",8.34024
2011-02-26,"winter",8.76504
2011-02-27,"winter",8.12784
2011-02-28,"winter",6.71184
2011-03-01,"winter",7.08
2011-03-02,"winter",13.57944
2011-03-03,"winter",15.1512
2011-03-04,"winter",24.9216
2011-03-05,"winter",26.196
2011-03-06,"winter",18.2664
2011-03-07,"winter",15.0096
2011-03-08,"winter",16.284
2011-03-09,"winter",14.868
2011-03-10,"winter",10.98816
2011-03-11,"winter",10.30848
2011-03-12,"winter",11.71032
2011-03-13,"winter",11.6112
2011-03-14,"winter",10.46424
2011-03-15,"winter",9.1332
2011-03-16,"winter",8.31192
2011-03-17,"winter",7.68888
2011-03-18,"winter",6.8676
2011-03-19,"spring",5.9472
2011-03-20,"spring",5.04096
2011-03-21,"spring",4.20552
2011-03-22,"spring",3.97896
2011-03-23,"spring",3.66744
2011-03-24,"spring",3.29928
2011-03-25,"spring",5.04096
2011-03-26,"spring",6.27288
2011-03-27,"spring",5.93304
2011-03-28,"spring",5.21088
2011-03-29,"spring",4.34712
2011-03-30,"spring",3.6816
2011-03-31,"spring",3.27096
2011-04-01,"spring",2.86032
2011-04-02,"spring",2.56296
2011-04-03,"spring",2.39304
2011-04-04,"spring",2.25144
2011-04-05,"spring",1.99656
2011-04-06,"spring",1.89744
2011-04-07,"spring",1.85496
2011-04-08,"spring",1.9116
2011-04-09,"spring",2.124
2011-04-10,"spring",2.37888
2011-04-11,"spring",2.46384
2011-04-12,"spring",2.3364
2011-04-13,"spring",3.28512
2011-04-14,"spring",4.98432
2011-04-15,"spring",4.248
2011-04-16,"spring",3.45504
2011-04-17,"spring",3.03024
2011-04-18,"spring",2.57712
2011-04-19,"spring",2.22312
2011-04-20,"spring",1.95408
2011-04-21,"spring",1.86912
2011-04-22,"spring",1.88328
2011-04-23,"spring",1.81248
2011-04-24,"spring",1.85496
2011-04-25,"spring",1.88328
2011-04-26,"spring",1.81248
2011-04-27,"spring",1.79832
2011-04-28,"spring",1.74168
2011-04-29,"spring",1.58592
2011-04-30,"spring",1.57176
2011-05-01,"spring",1.5576
2011-05-02,"spring",1.64256
2011-05-03,"spring",1.64256
2011-05-04,"spring",1.5576
2011-05-05,"spring",1.51512
2011-05-06,"spring",1.333872
2011-05-07,"spring",1.311216
2011-05-08,"spring",1.282896
2011-05-09,"spring",1.342368
2011-05-10,"spring",1.342368
2011-05-11,"spring",1.44432
2011-05-12,"spring",1.37352
2011-05-13,"spring",1.289976
2011-05-14,"spring",1.275816
2011-05-15,"spring",1.222008
2011-05-16,"spring",1.23192
2011-05-17,"spring",1.183776
2011-05-18,"spring",1.212096
2011-05-19,"spring",1.275816
2011-05-20,"spring",1.51512
2011-05-21,"spring",1.74168
2011-05-22,"spring",1.6992
2011-05-23,"spring",1.61424
2011-05-24,"spring",1.45848
2011-05-25,"spring",1.289976
2011-05-26,"spring",1.197936
2011-05-27,"spring",1.163952
2011-05-28,"spring",1.149792
2011-05-29,"spring",1.144128
2011-05-30,"spring",1.129968
2011-05-31,"spring",1.129968
2011-06-01,"summer",1.124304
2011-06-02,"summer",1.115808
2011-06-03,"summer",1.110144
2011-06-04,"summer",1.110144
2011-06-05,"summer",1.107312
2011-06-06,"summer",1.100232
2011-06-07,"summer",1.09032
2011-06-08,"summer",1.09032
2011-06-09,"summer",1.087488
2011-06-10,"summer",1.084656
2011-06-11,"summer",1.081824
2011-06-12,"summer",1.078992
2011-06-13,"summer",1.070496
2011-06-14,"summer",1.063416
2011-06-15,"summer",1.05492
2011-06-16,"summer",1.050672
2011-06-17,"summer",1.04784
2011-06-18,"summer",1.032264
2011-06-19,"summer",1.032264
2011-06-20,"summer",1.032264
2011-06-21,"summer",1.032264
2011-06-22,"summer",1.032264
2011-06-23,"summer",1.032264
2011-06-24,"summer",1.013856
2011-06-25,"summer",1.013856
2011-06-26,"summer",1.013856
2011-06-27,"summer",1.003944
2011-06-28,"summer",0.994032
2011-06-29,"summer",0.975624
2011-06-30,"summer",0.975624
2011-07-01,"summer",0.965712
2011-07-02,"summer",0.961464
2011-07-03,"summer",0.957216
2011-07-04,"summer",0.957216
2011-07-05,"summer",0.957216
2011-07-06,"summer",0.957216
2011-07-07,"summer",1.018104
2011-07-08,"summer",1.151208
2011-07-09,"summer",1.329624
2011-07-10,"summer",1.85496
2011-07-11,"summer",1.50096
2011-07-12,"summer",1.67088
2011-07-13,"summer",1.6284
2011-07-14,"summer",1.51512
2011-07-15,"summer",1.37352
2011-07-16,"summer",1.195104
2011-07-17,"summer",1.13988
2011-07-18,"summer",1.05492
2011-07-19,"summer",1.084656
2011-07-20,"summer",0.999696
2011-07-21,"summer",1.002528
2011-07-22,"summer",0.9912
2011-07-23,"summer",0.975624
2011-07-24,"summer",0.982704
2011-07-25,"summer",0.975624
2011-07-26,"summer",1.131384
2011-07-27,"summer",1.074744
2011-07-28,"summer",1.042176
2011-07-29,"summer",0.996864
2011-07-30,"summer",0.968544
2011-07-31,"summer",1.056336
2011-08-01,"summer",1.135632
2011-08-02,"summer",1.128552
2011-08-03,"summer",1.43016
2011-08-04,"summer",1.65672
2011-08-05,"summer",1.77
2011-08-06,"summer",1.77
2011-08-07,"summer",1.44432
2011-08-08,"summer",1.200768
2011-08-09,"summer",1.122888
2011-08-10,"summer",1.128552
2011-08-11,"summer",1.100232
2011-08-12,"summer",0.97704
2011-08-13,"summer",0.897744
2011-08-14,"summer",0.974208
2011-08-15,"summer",1.220592
2011-08-16,"summer",1.25316
2011-08-17,"summer",1.264488
2011-08-18,"summer",1.093152
2011-08-19,"summer",0.945888
2011-08-20,"summer",1.062
2011-08-21,"summer",1.54344
2011-08-22,"summer",1.396176
2011-08-23,"summer",1.183776
2011-08-24,"summer",1.105896
2011-08-25,"summer",0.981288
2011-08-26,"summer",0.907656
2011-08-27,"summer",0.960048
2011-08-28,"summer",1.037928
2011-08-29,"summer",0.982704
2011-08-30,"summer",0.947304
2011-08-31,"summer",0.911904
2011-09-01,"fall",0.843936
2011-09-02,"fall",0.83544
2011-09-03,"fall",0.834024
2011-09-04,"fall",0.834024
2011-09-05,"fall",0.843936
2011-09-06,"fall",0.886416
2011-09-07,"fall",0.943056
2011-09-08,"fall",1.059168
2011-09-09,"fall",1.020936
2011-09-10,"fall",1.001112
2011-09-11,"fall",1.04784
2011-09-12,"fall",1.68504
2011-09-13,"fall",1.93992
2011-09-14,"fall",1.93992
2011-09-15,"fall",3.59664
2011-09-16,"fall",4.14888
2011-09-17,"fall",2.64792
2011-09-18,"fall",2.27976
2011-09-19,"fall",2.03904
2011-09-20,"fall",1.89744
2011-09-21,"fall",1.68504
2011-09-22,"fall",1.5576
2011-09-23,"fall",1.407504
2011-09-24,"fall",1.277232
2011-09-25,"fall",1.355112
2011-09-26,"fall",1.291392
2011-09-27,"fall",1.255992
2011-09-28,"fall",1.19652
2011-09-29,"fall",1.148376
2011-09-30,"fall",1.193688
2011-10-01,"fall",1.239
2011-10-02,"fall",1.370688
2011-10-03,"fall",1.52928
2011-10-04,"fall",1.57176
2011-10-05,"fall",1.65672
2011-10-06,"fall",1.86912
2011-10-07,"fall",1.93992
2011-10-08,"fall",2.02488
2011-10-09,"fall",1.99656
2011-10-10,"fall",1.85496
2011-10-11,"fall",1.8408
2011-10-12,"fall",1.74168
2011-10-13,"fall",1.67088
2011-10-14,"fall",1.5576
2011-10-15,"fall",1.52928
2011-10-16,"fall",1.44432
2011-10-17,"fall",1.416
2011-10-18,"fall",1.43016
2011-10-19,"fall",1.45848
2011-10-20,"fall",1.51512
2011-10-21,"fall",1.52928
2011-10-22,"fall",1.61424
2011-10-23,"fall",1.60008
2011-10-24,"fall",1.67088
2011-10-25,"fall",1.67088
2011-10-26,"fall",1.58592
2011-10-27,"fall",2.37888
2011-10-28,"fall",2.60544
2011-10-29,"fall",2.16648
2011-10-30,"fall",2.06736
2011-10-31,"fall",2.0532
2011-11-01,"fall",2.03904
2011-11-02,"fall",1.95408
2011-11-03,"fall",1.89744
2011-11-04,"fall",1.93992
2011-11-05,"fall",2.35056
2011-11-06,"fall",2.64792
2011-11-07,"fall",2.9028
2011-11-08,"fall",2.64792
2011-11-09,"fall",2.70456
2011-11-10,"fall",2.64792
2011-11-11,"fall",2.63376
2011-11-12,"fall",2.59128
2011-11-13,"fall",2.63376
2011-11-14,"fall",4.7436
2011-11-15,"fall",5.43744
2011-11-16,"fall",4.07808
2011-11-17,"fall",3.28512
2011-11-18,"fall",2.93112
2011-11-19,"fall",2.71872
2011-11-20,"fall",2.63376
2011-11-21,"fall",2.6196
2011-11-22,"fall",2.59128
2011-11-23,"fall",2.5488
2011-11-24,"fall",2.57712
2011-11-25,"fall",2.59128
2011-11-26,"fall",2.52048
2011-11-27,"fall",2.478
2011-11-28,"fall",2.52048
2011-11-29,"fall",2.53464
2011-11-30,"fall",2.53464
2011-12-01,"winter",2.63376
2011-12-02,"winter",2.81784
2011-12-03,"winter",2.86032
2011-12-04,"winter",2.9736
2011-12-05,"winter",3.01608
2011-12-06,"winter",2.9736
2011-12-07,"winter",2.9028
2011-12-08,"winter",2.87448
2011-12-09,"winter",2.86032
2011-12-10,"winter",2.86032
2011-12-11,"winter",2.86032
2011-12-12,"winter",2.91696
2011-12-13,"winter",3.22848
2011-12-14,"winter",3.66744
2011-12-15,"winter",3.97896
2011-12-16,"winter",3.9648
2011-12-17,"winter",3.45504
2011-12-18,"winter",3.38424
2011-12-19,"winter",3.97896
2011-12-20,"winter",4.91352
2011-12-21,"winter",4.54536
2011-12-22,"winter",4.3896
2011-12-23,"winter",3.90816
2011-12-24,"winter",3.6108
2011-12-25,"winter",3.3276
2011-12-26,"winter",3.20016
2011-12-27,"winter",3.15768
2011-12-28,"winter",3.05856
2011-12-29,"winter",3.03024
2011-12-30,"winter",3.00192
2011-12-31,"winter",2.9736
2012-01-01,"winter",3.0444
2012-01-02,"winter",3.79488
2012-01-03,"winter",3.97896
2012-01-04,"winter",3.9648
2012-01-05,"winter",3.76656
2012-01-06,"winter",3.58248
2012-01-07,"winter",3.42672
2012-01-08,"winter",3.2568
2012-01-09,"winter",3.186
2012-01-10,"winter",3.10104
2012-01-11,"winter",3.01608
2012-01-12,"winter",3.03024
2012-01-13,"winter",2.98776
2012-01-14,"winter",2.98776
2012-01-15,"winter",2.9736
2012-01-16,"winter",3.01608
2012-01-17,"winter",3.03024
2012-01-18,"winter",3.03024
2012-01-19,"winter",3.03024
2012-01-20,"winter",2.98776
2012-01-21,"winter",3.01608
2012-01-22,"winter",3.00192
2012-01-23,"winter",3.03024
2012-01-24,"winter",3.03024
2012-01-25,"winter",3.00192
2012-01-26,"winter",2.9736
2012-01-27,"winter",2.98776
2012-01-28,"winter",2.98776
2012-01-29,"winter",3.00192
2012-01-30,"winter",3.05856
2012-01-31,"winter",3.0444
2012-02-01,"winter",3.03024
2012-02-02,"winter",3.03024
2012-02-03,"winter",2.98776
2012-02-04,"winter",2.84616
2012-02-05,"winter",2.95944
2012-02-06,"winter",3.01608
2012-02-07,"winter",2.98776
2012-02-08,"winter",2.84616
2012-02-09,"winter",2.832
2012-02-10,"winter",2.7612
2012-02-11,"winter",2.81784
2012-02-12,"winter",2.91696
2012-02-13,"winter",2.98776
2012-02-14,"winter",3.15768
2012-02-15,"winter",3.22848
2012-02-16,"winter",3.20016
2012-02-17,"winter",3.186
2012-02-18,"winter",3.14352
2012-02-19,"winter",3.10104
2012-02-20,"winter",3.17184
2012-02-21,"winter",3.186
2012-02-22,"winter",3.1152
2012-02-23,"winter",2.95944
2012-02-24,"winter",2.9736
2012-02-25,"winter",2.91696
2012-02-26,"winter",2.9736
2012-02-27,"winter",2.98776
2012-02-28,"winter",2.88864
2012-02-29,"winter",2.95944
2012-03-01,"winter",2.87448
2012-03-02,"winter",2.6904
2012-03-03,"winter",2.59128
2012-03-04,"winter",2.80368
2012-03-05,"winter",2.7612
2012-03-06,"winter",2.81784
2012-03-07,"winter",2.84616
2012-03-08,"winter",2.832
2012-03-09,"winter",2.77536
2012-03-10,"winter",2.74704
2012-03-11,"winter",2.6196
2012-03-12,"winter",2.71872
2012-03-13,"winter",2.73288
2012-03-14,"winter",2.71872
2012-03-15,"winter",2.67624
2012-03-16,"winter",2.59128
2012-03-17,"winter",2.6196
2012-03-18,"winter",2.86032
2012-03-19,"spring",3.2568
2012-03-20,"spring",3.51168
2012-03-21,"spring",3.35592
2012-03-22,"spring",3.22848
2012-03-23,"spring",7.87296
2012-03-24,"spring",22.7976
2012-03-25,"spring",17.5584
2012-03-26,"spring",11.44128
2012-03-27,"spring",7.54728
2012-03-28,"spring",5.31
2012-03-29,"spring",3.8232
2012-03-30,"spring",3.07272
2012-03-31,"spring",2.5488
2012-04-01,"spring",2.124
2012-04-02,"spring",1.9116
2012-04-03,"spring",1.81248
2012-04-04,"spring",1.77
2012-04-05,"spring",1.81248
2012-04-06,"spring",1.82664
2012-04-07,"spring",1.8408
2012-04-08,"spring",1.74168
2012-04-09,"spring",1.72752
2012-04-10,"spring",1.60008
2012-04-11,"spring",1.6284
2012-04-12,"spring",1.72752
2012-04-13,"spring",1.78416
2012-04-14,"spring",1.93992
2012-04-15,"spring",2.23728
2012-04-16,"spring",2.18064
2012-04-17,"spring",2.06736
2012-04-18,"spring",1.8408
2012-04-19,"spring",1.74168
2012-04-20,"spring",1.71336
2012-04-21,"spring",1.57176
2012-04-22,"spring",1.58592
2012-04-23,"spring",1.5576
2012-04-24,"spring",1.78416
2012-04-25,"spring",1.68504
2012-04-26,"spring",1.77
2012-04-27,"spring",1.9116
2012-04-28,"spring",1.93992
2012-04-29,"spring",1.77
2012-04-30,"spring",1.60008
2012-05-01,"spring",1.4868
2012-05-02,"spring",1.370688
2012-05-03,"spring",1.44432
2012-05-04,"spring",1.35228
2012-05-05,"spring",1.348032
2012-05-06,"spring",1.284312
2012-05-07,"spring",1.272984
2012-05-08,"spring",1.264488
2012-05-09,"spring",1.216344
2012-05-10,"spring",1.207848
2012-05-11,"spring",1.084656
2012-05-12,"spring",1.052088
2012-05-13,"spring",1.086072
2012-05-14,"spring",1.144128
2012-05-15,"spring",1.039344
2012-05-16,"spring",1.03368
2012-05-17,"spring",1.018104
2012-05-18,"spring",0.926064
2012-05-19,"spring",0.910488
2012-05-20,"spring",0.918984
2012-05-21,"spring",0.91332
2012-05-22,"spring",0.940224
2012-05-23,"spring",0.928896
2012-05-24,"spring",0.916152
2012-05-25,"spring",0.875088
2012-05-26,"spring",0.848184
2012-05-27,"spring",0.855264
2012-05-28,"spring",0.873672
2012-05-29,"spring",0.875088
2012-05-30,"spring",0.866592
2012-05-31,"spring",0.815616
2012-06-01,"summer",0.78588
2012-06-02,"summer",0.754728
2012-06-03,"summer",0.716496
2012-06-04,"summer",0.698088
2012-06-05,"summer",0.688176
2012-06-06,"summer",0.666936
2012-06-07,"summer",0.641448
2012-06-08,"summer",0.618792
2012-06-09,"summer",0.593304
2012-06-10,"summer",0.567816
2012-06-11,"summer",0.553656
2012-06-12,"summer",0.531
2012-06-13,"summer",0.506928
2012-06-14,"summer",0.478608
2012-06-15,"summer",0.514008
2012-06-16,"summer",0.499848
2012-06-17,"summer",0.497016
2012-06-18,"summer",0.563568
2012-06-19,"summer",0.480024
2012-06-20,"summer",0.447456
2012-06-21,"summer",0.434712
2012-06-22,"summer",0.451704
2012-06-23,"summer",0.444624
2012-06-24,"summer",0.420552
2012-06-25,"summer",0.470112
2012-06-26,"summer",0.457368
2012-06-27,"summer",0.43188
2012-06-28,"summer",0.373824
2012-06-29,"summer",0.3186
2012-06-30,"summer",0.312936
2012-07-01,"summer",0.26904
2012-07-02,"summer",0.284616
2012-07-03,"summer",0.331344
2012-07-04,"summer",0.477192
2012-07-05,"summer",0.546576
2012-07-06,"summer",0.528168
2012-07-07,"summer",0.397896
2012-07-08,"summer",0.373824
2012-07-09,"summer",0.400728
2012-07-10,"summer",0.404976
2012-07-11,"summer",0.413472
2012-07-12,"summer",0.4248
2012-07-13,"summer",0.395064
2012-07-14,"summer",0.763224
2012-07-15,"summer",1.165368
2012-07-16,"summer",1.93992
2012-07-17,"summer",2.1948
2012-07-18,"summer",1.8408
2012-07-19,"summer",1.50096
2012-07-20,"summer",1.308384
2012-07-21,"summer",1.18236
2012-07-22,"summer",1.2036
2012-07-23,"summer",1.72752
2012-07-24,"summer",2.98776
2012-07-25,"summer",4.09224
2012-07-26,"summer",4.80024
2012-07-27,"summer",2.88864
2012-07-28,"summer",2.29392
2012-07-29,"summer",2.0532
2012-07-30,"summer",2.30808
2012-07-31,"summer",2.09568
2012-08-01,"summer",1.95408
2012-08-02,"summer",2.22312
2012-08-03,"summer",2.23728
2012-08-04,"summer",1.81248
2012-08-05,"summer",1.61424
2012-08-06,"summer",1.51512
2012-08-07,"summer",1.38768
2012-08-08,"summer",1.33812
2012-08-09,"summer",1.2036
2012-08-10,"summer",1.107312
2012-08-11,"summer",1.009608
2012-08-12,"summer",0.852432
2012-08-13,"summer",0.720744
2012-08-14,"summer",0.71508
2012-08-15,"summer",0.712248
2012-08-16,"summer",0.705168
2012-08-17,"summer",0.767472
2012-08-18,"summer",2.77536
2012-08-19,"summer",5.18256
2012-08-20,"summer",2.7612
2012-08-21,"summer",2.36472
2012-08-22,"summer",2.23728
2012-08-23,"summer",8.62344
2012-08-24,"summer",18.9744
2012-08-25,"summer",9.6996
2012-08-26,"summer",4.956
2012-08-27,"summer",4.06392
2012-08-28,"summer",4.23384
2012-08-29,"summer",3.66744
2012-08-30,"summer",3.37008
2012-08-31,"summer",2.37888
2012-09-01,"fall",2.25144
2012-09-02,"fall",2.29392
2012-09-03,"fall",2.25144
2012-09-04,"fall",2.15232
2012-09-05,"fall",2.25144
2012-09-06,"fall",2.88864
2012-09-07,"fall",2.30808
2012-09-08,"fall",2.32224
2012-09-09,"fall",2.39304
2012-09-10,"fall",2.01072
2012-09-11,"fall",1.82664
2012-09-12,"fall",1.99656
2012-09-13,"fall",2.16648
2012-09-14,"fall",2.09568
2012-09-15,"fall",1.79832
2012-09-16,"fall",1.71336
2012-09-17,"fall",1.58592
2012-09-18,"fall",1.52928
2012-09-19,"fall",1.50096
2012-09-20,"fall",1.287144
2012-09-21,"fall",1.165368
2012-09-22,"fall",1.016688
2012-09-23,"fall",1.098816
2012-09-24,"fall",1.151208
2012-09-25,"fall",1.272984
2012-09-26,"fall",1.219176
2012-09-27,"fall",1.163952
2012-09-28,"fall",1.14696
2012-09-29,"fall",1.110144
2012-09-30,"fall",1.107312
2012-10-01,"fall",1.086072
2012-10-02,"fall",1.135632
2012-10-03,"fall",1.015272
2012-10-04,"fall",0.989784
2012-10-05,"fall",1.020936
2012-10-06,"fall",1.103064
2012-10-07,"fall",1.22484
2012-10-08,"fall",1.280064
2012-10-09,"fall",1.315464
2012-10-10,"fall",1.289976
2012-10-11,"fall",1.44432
2012-10-12,"fall",1.60008
2012-10-13,"fall",1.75584
2012-10-14,"fall",1.88328
2012-10-15,"fall",1.85496
2012-10-16,"fall",1.77
